Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
Country House,Stone,100 sq.m.,1,3,1,Major Renovation,,Gegharkunik › Sevan,$700 monthly,USD,"Я собственникЗдается вилла, коттедж на берегу озера Севан.В вилле есть все принадлежности для отдыха и организование пикника. В Вилле могут проживать до семьи человек и вилла включает из себя из двух спален и гостиной комнатой.Вилла сдаётся на длительный срок. Все подробности по телефону. Можете также позвонить на Viber, WhatsApp и TelegramՍեփականատերն եմ:Օրավարձով է տրվում երեք սենյականող առանձնատուն Սևանում: Առկա է անվճար ինտերնետ: Տարածքը պարսպապատ է և հսկվում է: Պատշգամբից բացվում է գեղեցիկ տեսարան դեպի Սևանա լիճը: Երկու և ավելի օր վարձակալելու դեպքում վարձը սակարկելի է: Հարմար է տարատեսակ միջոցառումների կազմակերպման համար։ Գիշերակաց հնարավոր է մինչև 8 անձի համար:Villa for rent in Sevan. From the terrace is opening a great view to the lake. The place is surrounded with different kind of trees. The price for one night is mentioned below. The Villa has all the necessary equipment's. In case of booking for more than one night discounts are applicable. The maximum capacity is for 8 person.",Dec-12-2022_21-44,Available,1 spot,,,,https://list.am/en/item/11836807,7,Yes,No,Not included,By Agreement,
Country House,Stone,300 sq.m.,1,3,1,Euro Renovation,,Gegharkunik › Sevan,"25,000 ֏ daily",AMD,"The summer house is for daily rent, located on the beach near the Maria Resort in Sevan, a few meters from the shore, with all utilities,thoroughly reconstructed,is full of furniture, dishes,windows and doors of European production,the bathroom is tiledconstant cold water,open balcony, outside door is ironTranslated from Armenian",Dec-12-2022_21-44,Available,3 or more spots,,,,https://list.am/en/item/17994607,7,Yes,No,Included,By Agreement,
House,Stone,109 sq.m.,1,3,1,Major Renovation,760 sq.m.,Gegharkunik › Sevan,"220,000 ֏ monthly",AMD,"Сдаётся частный дом в центре города Севан.В доме есть все необходимые удобства для комфортного проживания.Поблизости есть магазины продуктов, детский сад, жд вокзал.По всем вопросам просьба связаться по телефону или whatsapp/viber.",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/18467884,5,Yes,Yes,Not included,1 month,
House,Stone,80 sq.m.,1,3,1,Designer Renovation,500 sq.m.,Gegharkunik › Sevan,"150,000 ֏ monthly",AMD,"Частный 3-ёх комнатный дом, есть все необхадимое до 6 человек могут жить, во дворе есть бисетаа мангал фруктовый огород, спакойный район нет шума машины не сигналет не кричат не орут))))",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18385359,,,,,,
House,Stone,70 sq.m.,1,3,1,Designer Renovation,1200 sq.m.,Gegharkunik › Sevan,"100,000 ֏ daily",AMD,Месячной зарплатой предлагаю домTranslated from Armenian,Dec-12-2022_21-44,,Not available,,,,https://list.am/en/item/17932647,6,Yes,Yes,Included,1 month,
House,Stone,280 sq.m.,2,6,1,Old Renovation,1000 sq.m.,"Sardaryan street, Stepanakert",$800 monthly,USD,"A private house is for rent in Lanjaghbyur village, Gegharkunik region. There are fruit trees in the garden, it is fenced, has a garage, tonratun and warehouses.Translated from Armenian",Dec-12-2022_21-44,,3 or more spots,,,,https://list.am/en/item/17479799,8+,Yes,Yes,Not included,By Agreement,
House,Stone,140 sq.m.,1,5,2,Old Renovation,2500 sq.m.,Gegharkunik › Lusakunk,"60,000 ֏ monthly",AMD,"A 1-story capital built 5-room private house with 2 large basements, fenced area, garage, bakery and cattle shed is for long-term rent.The house is provided with hot and cold water, all utilities.For more information call:Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18421676,6,Yes,Yes,Not included,2 months,
House,Monolith,250 sq.m.,3,7,2,Euro Renovation,1000 sq.m.,Gegharkunik › Sevan,"$1,100 monthly",USD,"A private house is for rent in the city of Sean, 1-2 km from Lake Sevan. The mansion consists of 3 floors, has 2 living rooms, 7 bedrooms, 2 bathrooms, a large garden, is located in the lap of nature. Is fully furnished and has the necessary appliances, all amenities and is waiting for its tenants.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18392930,8+,Yes,Yes,Not included,1 month,
Country House,Stone,80 sq.m.,1,4,1,Designer Renovation,,"Sevani street, Yerevan","30,000 ֏ daily",AMD,"Cottage for rent in Lavanda City, Sean. It has constant hot and cold water, a gas tank next to the gas. 1 day 30,000 2 days 25,000 3 days more 20,000Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/8580752,6,Yes,No,Not included,By Agreement,
House,Stone,100 sq.m.,2,4,1,Old Renovation,,Gegharkunik › Akunk,"80,000 ֏ monthly",AMD,"For details, you can call the indicated number.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18552628,8+,Yes,Yes,Not included,By Agreement,
Country House,Stone,200 sq.m.,2,4,1,Partial Renovation,,Gegharkunik › Kalavan,"60,000 ֏ daily",AMD,"House with pool and pavilion for daily rent. It is located near the caravan, in the neighborhood are the historical and cultural monuments of Goshavank and Aghavnavank. Family environment. Good entertainment place, volleyball court, barbecue, Beautiful place near DilijanTranslated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18092326,,,,,,
House,Monolith,250 sq.m.,2,6,2,Major Renovation,700 sq.m.,Gegharkunik › Sevan,"800,000 ֏ monthly",AMD,"6-room private house is for rent in Shan city, the house is newly renovated, heated by baxi system, hot and cold water around the clock, has 2 bathrooms, balcony, 800 sq. M. Yard. , it is also possible for a daily rent of AMD 80,000Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/17509365,8+,Yes,No,Not included,2 months,
House,Stone,200 sq.m.,1,6,2,Old Renovation,1700 sq.m.,"Ելենովկա փողոց 10, Սևան","500,000 ֏ monthly",AMD,Сдается дом на аренду,Dec-12-2022_21-44,,,,,,https://list.am/en/item/17475634,8+,Yes,Yes,Not included,1 month,
House,Wooden,17 sq.m.,1,1,1,Major Renovation,,Gegharkunik › Sevan,"8,000 ֏ daily",AMD,"Hello dear visitor. The ""Triangle"" cottage on the banks of Sevan, in the spruce forest, is for daily rent for 2 people. Qotej Sevan, Shorja, cottage in the forest, Rent house on the beachThe price is AMD 8,000 instead of AMD 19,000.Price includes:1. Entrance to White Shorja2. Breakfast (for 2 persons)3. Fields (Football, Volleyball)4. Children's games5. Parking lot6. Pistols7. Music8. Evening bonfireWe also have other services:1. The restaurant2. Tents3. Horse riding4. Sailing5. Scooters6. Photo sessionWe look forward to your reservations.We are located on the shore of Lake Sevan, in the fir forest, near the village of Shorzha.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/17838256,2,Yes,Yes,Included,Without prepayment,
House,Wooden,18 sq.m.,1,1,1,Major Renovation,,Gegharkunik › Sevan,"300,000 ֏ monthly",AMD,"Здравствуйте уважаемый посетитель. Сдается новенький деревянный коттедж на берегу Севана, в сосновом лесу. Коттедж называется ""Панорама"" (потому что часть крыши сделана из стекла)Коттедж для 3 человек с 3 отдельными кроватями.У нас также есть коттедж с большой двуспальной кроватью․В коттедже есть удобный санузел и ванная комта․Цена 300 000 драм в месяц.",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18379706,3,Yes,Yes,Included,Without prepayment,
House,Stone,1000 sq.m.,2,6,1,Old Renovation,1000 sq.m.,"21st Street, Lusakunq","60,000 ֏ monthly",AMD,"A 2-storey private house is for sale or rent in Vardenis, Akunk village. It is partially furnished and has an orchard.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18409125,,,,,,
House,Stone,60 sq.m.,1,1,1,Euro Renovation,2000 sq.m.,Gegharkunik › Ddmashen,"90,000 ֏ monthly",AMD,"Дом находится от Еревана 60км, около Цахкадзора (7км), есть беседка, гараж, колодец. Теплая, холодная вода, теплый пол, отопление, коммуникация, свет газ.",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18494092,5,Yes,Yes,Not included,2 months,
Country House,Wooden,28 sq.m.,1,3,1,Designer Renovation,,Gegharkunik › Gavar,"7,000 ֏ daily",AMD,"Capital renovated, located on the banks of Sevan, 3-room apartment, bright and very quiet and comfortable place. Daily rent 7000, monthly rent 90000, very close to Gavar Yerevan road. Call for questions.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18372289,,,,,,
House,Stone,80 sq.m.,1,3,1,Euro Renovation,"10,000 sq.m.","Шоссе Ереванян 3, Севан","30,000 ֏ daily",AMD,"Комфортабельный коттедж со всеми удобствами сдается посуточно в городе Лаванда.Постоянная горячая-холодная вода, кухня /газ/, холодильник, 2 спальни.Просторный двор, есть беседка, мангал, парковка.Прекрасный вариант для полноценного семейного отдыха.",Dec-12-2022_21-44,,,,,,https://list.am/en/item/17958215,8+,Yes,Yes,Not included,Without prepayment,
House,Stone,120 sq.m.,1,3,2,Major Renovation,"50,000 sq.m.",Gegharkunik › Gavar,"20,000 ֏ daily",AMD,"Guesthouse Only one floor is for rent, capitally renovated, in Gavar.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/17500487,6,Yes,Yes,Included,By Agreement,
House,Stone,350 sq.m.,2,6,2,Cosmetic Renovation,2000 sq.m.,"Նաիրյան փողոցի 1-ին նրբանցք 13, Սևան","$1,500 monthly",USD,"For rent, three-story first floor, basement, newly built detached house in Sevan city, 300 square meters of living space, renovated, 5 bedrooms, 2 bathrooms, 2 reception rooms, kitchen, dining room, heating, constant water, furniture, garage for two cars, 130 square meters, ""water gas"", 30 square meters of kitchen and 200 square meters of storage building, 1200 square meters of garden with fruit trees.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18450736,8+,Yes,Yes,Not included,1 month,
Country House,Wooden,150 sq.m.,1,4,1,Major Renovation,200 sq.m.,Gegharkunik › Sevan,"35,000 ֏ daily",AMD,"Summer house on the shore of Lake Sjana, very close to the lake, designed for up to 15 people, has communal facilities, call for detailsTranslated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/17908674,,,,,,
House,Stone,300 sq.m.,2,7,3+,Cosmetic Renovation,,Gegharkunik › Gavar,"199,000 ֏ monthly",AMD,"Дом находится в центре Гавара, есть все коммуникации. Поблизи школа, детский сад, магазины. За домом чистый двор, мангал.",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18445843,8+,Yes,Yes,Not included,By Agreement,
House,Stone,120 sq.m.,2,4,1,Partial Renovation,250 sq.m.,"Գարեգին Նժդեհի փողոց, Ճամբարակ","30,000 ֏ monthly",AMD,"Տունը տրվում է վարձով: Գտնվում է նորմալ վիճակում, ունի 3 հողամաս ավտոտնակ և անասնագոմ:",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18168548,,,,,,
